"REF_DATE","GEO","price_indexes","house_price"
"2005-03","Ontario","House only","65.2"
"2005-03","Ontario","Land only","83.1"
"2005-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","82.0"
"2005-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","81.2"
"2005-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","89.1"
"2005-03","Oshawa, Ontario","Total (house and land)",""
"2005-03","Oshawa, Ontario","House only",""
"2005-03","Oshawa, Ontario","Land only",""
"2005-03","Toronto, Ontario","Total (house and land)","66.6"
"2005-03","Toronto, Ontario","House only","59.5"
"2005-03","Toronto, Ontario","Land only","81.6"
"2005-03","Hamilton, Ontario","Total (house and land)","74.6"
"2005-03","Hamilton, Ontario","House only","70.2"
"2005-03","Hamilton, Ontario","Land only","83.8"
"2005-03","St. Catharines-Niagara, Ontario","Total (house and land)","74.9"
"2005-03","St. Catharines-Niagara, Ontario","House only","73.0"
"2005-03","St. Catharines-Niagara, Ontario","Land only","79.2"
"2005-03","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","78.3"
"2005-03","Kitchener-Cambridge-Waterloo, Ontario","House only","74.5"
"2005-03","Kitchener-Cambridge-Waterloo, Ontario","Land only","90.5"
"2005-03","Guelph, Ontario","Total (house and land)",""
"2005-03","Guelph, Ontario","House only",""
"2005-03","Guelph, Ontario","Land only",""
"2005-03","London, Ontario","Total (house and land)","75.3"
"2005-03","London, Ontario","House only","70.9"
"2005-03","London, Ontario","Land only","95.7"
"2005-03","Windsor, Ontario","Total (house and land)","95.9"
"2005-03","Windsor, Ontario","House only","97.0"
"2005-03","Windsor, Ontario","Land only","93.3"
"2005-03","Greater Sudbury, Ontario","Total (house and land)","84.8"
"2005-03","Greater Sudbury, Ontario","House only","84.8"
"2005-03","Greater Sudbury, Ontario","Land only","84.7"
"2005-03","Prairie Region","Total (house and land)","56.4"
"2005-03","Prairie Region","House only","59.8"
"2005-03","Prairie Region","Land only","50.2"
"2005-03","Manitoba","Total (house and land)","55.4"
"2005-03","Manitoba","House only","61.6"
"2005-03","Manitoba","Land only","40.7"
"2005-03","Winnipeg, Manitoba","Total (house and land)","55.4"
"2005-03","Winnipeg, Manitoba","House only","61.6"
"2005-03","Winnipeg, Manitoba","Land only","40.7"
"2005-03","Saskatchewan","Total (house and land)","51.3"
"2005-03","Saskatchewan","House only","53.5"
"2005-03","Saskatchewan","Land only","45.4"
"2005-03","Regina, Saskatchewan","Total (house and land)","47.5"
"2005-03","Regina, Saskatchewan","House only","49.3"
"2005-03","Regina, Saskatchewan","Land only","42.8"
"2005-03","Saskatoon, Saskatchewan","Total (house and land)","55.0"
"2005-03","Saskatoon, Saskatchewan","House only","57.8"
"2005-03","Saskatoon, Saskatchewan","Land only","47.4"
"2005-03","Alberta","Total (house and land)","57.1"
"2005-03","Alberta","House only","60.4"
"2005-03","Alberta","Land only","51.4"
"2005-03","Calgary, Alberta","Total (house and land)","52.4"
"2005-03","Calgary, Alberta","House only","54.9"
"2005-03","Calgary, Alberta","Land only","48.7"
"2005-03","Edmonton, Alberta","Total (house and land)","62.8"
"2005-03","Edmonton, Alberta","House only","68.1"
"2005-03","Edmonton, Alberta","Land only","52.8"
"2005-03","British Columbia","Total (house and land)","85.3"
"2005-03","British Columbia","House only","85.6"
"2005-03","British Columbia","Land only","86.4"
"2005-03","Kelowna, British Columbia","Total (house and land)",""
"2005-03","Kelowna, British Columbia","House only",""
"2005-03","Kelowna, British Columbia","Land only",""
"2005-03","Vancouver, British Columbia","Total (house and land)","83.1"
"2005-03","Vancouver, British Columbia","House only","81.8"
"2005-03","Vancouver, British Columbia","Land only","88.2"
"2005-03","Victoria, British Columbia","Total (house and land)","106.9"
"2005-03","Victoria, British Columbia","House only","132.1"
"2005-03","Victoria, British Columbia","Land only","76.2"
"2005-04","Canada","Total (house and land)","71.0"
"2005-04","Canada","House only","69.9"
"2005-04","Canada","Land only","73.8"
"2005-04","Atlantic Region","Total (house and land)","72.8"
"2005-04","Atlantic Region","House only","74.6"
"2005-04","Atlantic Region","Land only","66.8"
"2005-04","Newfoundland and Labrador","Total (house and land)","59.9"
"2005-04","Newfoundland and Labrador","House only","62.0"
"2005-04","Newfoundland and Labrador","Land only","55.4"
"2005-04","St. John's, Newfoundland and Labrador","Total (house and land)","59.9"
"2005-04","St. John's, Newfoundland and Labrador","House only","62.0"
"2005-04","St. John's, Newfoundland and Labrador","Land only","55.4"
"2005-04","Prince Edward Island","Total (house and land)","93.2"
"2005-04","Prince Edward Island","House only","95.9"
"2005-04","Prince Edward Island","Land only","81.5"
"2005-04","Charlottetown, Prince Edward Island","Total (house and land)","93.2"
"2005-04","Charlottetown, Prince Edward Island","House only","95.9"
"2005-04","Charlottetown, Prince Edward Island","Land only","81.5"
"2005-04","Nova Scotia","Total (house and land)","73.6"
"2005-04","Nova Scotia","House only","73.2"
"2005-04","Nova Scotia","Land only","74.6"
"2005-04","Halifax, Nova Scotia","Total (house and land)","73.6"
"2005-04","Halifax, Nova Scotia","House only","73.2"
"2005-04","Halifax, Nova Scotia","Land only","74.6"
"2005-04","New Brunswick","Total (house and land)","86.8"
"2005-04","New Brunswick","House only","88.0"
"2005-04","New Brunswick","Land only","83.4"
"2005-04","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","86.8"
"2005-04","Saint John, Fredericton, and Moncton, New Brunswick","House only","88.0"
"2005-04","Saint John, Fredericton, and Moncton, New Brunswick","Land only","83.4"
"2005-04","Quebec","Total (house and land)","76.4"
"2005-04","Quebec","House only","79.1"
"2005-04","Quebec","Land only","70.0"
"2005-04","Québec, Quebec","Total (house and land)","73.9"
"2005-04","Québec, Quebec","House only","83.7"
"2005-04","Québec, Quebec","Land only","54.4"
"2005-04","Sherbrooke, Quebec","Total (house and land)",""
"2005-04","Sherbrooke, Quebec","House only",""
"2005-04","Sherbrooke, Quebec","Land only",""
"2005-04","Trois-Rivières, Quebec","Total (house and land)",""
"2005-04","Trois-Rivières, Quebec","House only",""
"2005-04","Trois-Rivières, Quebec","Land only",""
"2005-04","Montréal, Quebec","Total (house and land)","76.9"
"2005-04","Montréal, Quebec","House only","78.2"
"2005-04","Montréal, Quebec","Land only","74.2"
"2005-04","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"2005-04","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"2005-04","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"2005-04","Ontario","Total (house and land)","70.8"
"2005-04","Ontario","House only","65.6"
"2005-04","Ontario","Land only","83.3"
"2005-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","82.0"
"2005-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","81.1"
"2005-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","89.1"
"2005-04","Oshawa, Ontario","Total (house and land)",""
"2005-04","Oshawa, Ontario","House only",""
"2005-04","Oshawa, Ontario","Land only",""
"2005-04","Toronto, Ontario","Total (house and land)","66.9"
"2005-04","Toronto, Ontario","House only","60.0"
"2005-04","Toronto, Ontario","Land only","81.6"
"2005-04","Hamilton, Ontario","Total (house and land)","75.2"
"2005-04","Hamilton, Ontario","House only","71.0"
"2005-04","Hamilton, Ontario","Land only","83.8"
"2005-04","St. Catharines-Niagara, Ontario","Total (house and land)","75.1"
"2005-04","St. Catharines-Niagara, Ontario","House only","71.3"
"2005-04","St. Catharines-Niagara, Ontario","Land only","84.8"
"2005-04","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","78.3"
"2005-04","Kitchener-Cambridge-Waterloo, Ontario","House only","74.4"
"2005-04","Kitchener-Cambridge-Waterloo, Ontario","Land only","90.6"
"2005-04","Guelph, Ontario","Total (house and land)",""
"2005-04","Guelph, Ontario","House only",""
"2005-04","Guelph, Ontario","Land only",""
"2005-04","London, Ontario","Total (house and land)","76.4"
"2005-04","London, Ontario","House only","72.3"
"2005-04","London, Ontario","Land only","95.7"
"2005-04","Windsor, Ontario","Total (house and land)","95.9"
"2005-04","Windsor, Ontario","House only","97.0"
"2005-04","Windsor, Ontario","Land only","93.3"
"2005-04","Greater Sudbury, Ontario","Total (house and land)","84.7"
"2005-04","Greater Sudbury, Ontario","House only","84.7"
"2005-04","Greater Sudbury, Ontario","Land only","84.7"
"2005-04","Prairie Region","Total (house and land)","56.7"
"2005-04","Prairie Region","House only","60.1"
"2005-04","Prairie Region","Land only","50.4"
"2005-04","Manitoba","Total (house and land)","55.4"
"2005-04","Manitoba","House only","61.6"
"2005-04","Manitoba","Land only","40.7"
"2005-04","Winnipeg, Manitoba","Total (house and land)","55.4"
"2005-04","Winnipeg, Manitoba","House only","61.6"
"2005-04","Winnipeg, Manitoba","Land only","40.7"
"2005-04","Saskatchewan","Total (house and land)","51.3"
"2005-04","Saskatchewan","House only","53.5"
"2005-04","Saskatchewan","Land only","45.6"
"2005-04","Regina, Saskatchewan","Total (house and land)","47.6"
"2005-04","Regina, Saskatchewan","House only","49.3"
"2005-04","Regina, Saskatchewan","Land only","43.2"
"2005-04","Saskatoon, Saskatchewan","Total (house and land)","55.0"
"2005-04","Saskatoon, Saskatchewan","House only","57.8"
"2005-04","Saskatoon, Saskatchewan","Land only","47.4"
"2005-04","Alberta","Total (house and land)","57.4"
"2005-04","Alberta","House only","60.7"
"2005-04","Alberta","Land only","51.7"
"2005-04","Calgary, Alberta","Total (house and land)","52.8"
"2005-04","Calgary, Alberta","House only","55.2"
"2005-04","Calgary, Alberta","Land only","49.1"
"2005-04","Edmonton, Alberta","Total (house and land)","62.9"
"2005-04","Edmonton, Alberta","House only","68.2"
"2005-04","Edmonton, Alberta","Land only","52.8"
"2005-04","British Columbia","Total (house and land)","86.4"
"2005-04","British Columbia","House only","85.9"
"2005-04","British Columbia","Land only","88.8"
"2005-04","Kelowna, British Columbia","Total (house and land)",""
"2005-04","Kelowna, British Columbia","House only",""
"2005-04","Kelowna, British Columbia","Land only",""
"2005-04","Vancouver, British Columbia","Total (house and land)","84.4"
"2005-04","Vancouver, British Columbia","House only","82.2"
"2005-04","Vancouver, British Columbia","Land only","91.0"
"2005-04","Victoria, British Columbia","Total (house and land)","106.8"
"2005-04","Victoria, British Columbia","House only","132.0"
"2005-04","Victoria, British Columbia","Land only","76.0"
"2005-05","Canada","Total (house and land)","71.3"
"2005-05","Canada","House only","70.3"
"2005-05","Canada","Land only","74.2"
"2005-05","Atlantic Region","Total (house and land)","73.0"
"2005-05","Atlantic Region","House only","74.8"
"2005-05","Atlantic Region","Land only","66.9"
"2005-05","Newfoundland and Labrador","Total (house and land)","60.7"
"2005-05","Newfoundland and Labrador","House only","63.0"
"2005-05","Newfoundland and Labrador","Land only","55.5"
"2005-05","St. John's, Newfoundland and Labrador","Total (house and land)","60.7"
"2005-05","St. John's, Newfoundland and Labrador","House only","63.0"
"2005-05","St. John's, Newfoundland and Labrador","Land only","55.5"
"2005-05","Prince Edward Island","Total (house and land)","94.0"
"2005-05","Prince Edward Island","House only","96.6"
"2005-05","Prince Edward Island","Land only","82.9"
"2005-05","Charlottetown, Prince Edward Island","Total (house and land)","94.0"
"2005-05","Charlottetown, Prince Edward Island","House only","96.6"
"2005-05","Charlottetown, Prince Edward Island","Land only","82.9"
"2005-05","Nova Scotia","Total (house and land)","73.6"
"2005-05","Nova Scotia","House only","73.2"
"2005-05","Nova Scotia","Land only","74.6"
"2005-05","Halifax, Nova Scotia","Total (house and land)","73.6"
"2005-05","Halifax, Nova Scotia","House only","73.2"
"2005-05","Halifax, Nova Scotia","Land only","74.6"
"2005-05","New Brunswick","Total (house and land)","86.5"
"2005-05","New Brunswick","House only","87.6"
"2005-05","New Brunswick","Land only","83.4"
"2005-05","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","86.5"
"2005-05","Saint John, Fredericton, and Moncton, New Brunswick","House only","87.6"
"2005-05","Saint John, Fredericton, and Moncton, New Brunswick","Land only","83.4"
"2005-05","Quebec","Total (house and land)","76.5"
"2005-05","Quebec","House only","79.2"
"2005-05","Quebec","Land only","70.2"
"2005-05","Québec, Quebec","Total (house and land)","74.2"
"2005-05","Québec, Quebec","House only","84.0"
"2005-05","Québec, Quebec","Land only","54.9"
"2005-05","Sherbrooke, Quebec","Total (house and land)",""
"2005-05","Sherbrooke, Quebec","House only",""
"2005-05","Sherbrooke, Quebec","Land only",""
"2005-05","Trois-Rivières, Quebec","Total (house and land)",""
"2005-05","Trois-Rivières, Quebec","House only",""
"2005-05","Trois-Rivières, Quebec","Land only",""
"2005-05","Montréal, Quebec","Total (house and land)","76.9"
"2005-05","Montréal, Quebec","House only","78.2"
"2005-05","Montréal, Quebec","Land only","74.4"
"2005-05","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"2005-05","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"2005-05","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"2005-05","Ontario","Total (house and land)","71.2"
"2005-05","Ontario","House only","66.0"
"2005-05","Ontario","Land only","83.3"
"2005-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","82.4"
"2005-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","81.5"
"2005-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","89.1"
"2005-05","Oshawa, Ontario","Total (house and land)",""
"2005-05","Oshawa, Ontario","House only",""
"2005-05","Oshawa, Ontario","Land only",""
"2005-05","Toronto, Ontario","Total (house and land)","67.2"
"2005-05","Toronto, Ontario","House only","60.3"
"2005-05","Toronto, Ontario","Land only","81.6"
"2005-05","Hamilton, Ontario","Total (house and land)","75.9"
"2005-05","Hamilton, Ontario","House only","71.9"
"2005-05","Hamilton, Ontario","Land only","83.8"
"2005-05","St. Catharines-Niagara, Ontario","Total (house and land)","75.7"
"2005-05","St. Catharines-Niagara, Ontario","House only","71.7"
"2005-05","St. Catharines-Niagara, Ontario","Land only","86.4"
"2005-05","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","78.7"
"2005-05","Kitchener-Cambridge-Waterloo, Ontario","House only","75.0"
"2005-05","Kitchener-Cambridge-Waterloo, Ontario","Land only","90.6"
"2005-05","Guelph, Ontario","Total (house and land)",""
"2005-05","Guelph, Ontario","House only",""
"2005-05","Guelph, Ontario","Land only",""
"2005-05","London, Ontario","Total (house and land)","77.2"
"2005-05","London, Ontario","House only","73.2"
"2005-05","London, Ontario","Land only","95.7"
"2005-05","Windsor, Ontario","Total (house and land)","96.5"
"2005-05","Windsor, Ontario","House only","97.8"
"2005-05","Windsor, Ontario","Land only","93.3"
"2005-05","Greater Sudbury, Ontario","Total (house and land)","85.8"
"2005-05","Greater Sudbury, Ontario","House only","85.4"
"2005-05","Greater Sudbury, Ontario","Land only","87.3"
"2005-05","Prairie Region","Total (house and land)","56.9"
"2005-05","Prairie Region","House only","60.3"
"2005-05","Prairie Region","Land only","50.6"
"2005-05","Manitoba","Total (house and land)","55.5"
"2005-05","Manitoba","House only","61.7"
"2005-05","Manitoba","Land only","40.7"
"2005-05","Winnipeg, Manitoba","Total (house and land)","55.5"
"2005-05","Winnipeg, Manitoba","House only","61.7"
"2005-05","Winnipeg, Manitoba","Land only","40.7"
"2005-05","Saskatchewan","Total (house and land)","51.6"
"2005-05","Saskatchewan","House only","53.8"
"2005-05","Saskatchewan","Land only","45.9"
"2005-05","Regina, Saskatchewan","Total (house and land)","48.2"
"2005-05","Regina, Saskatchewan","House only","49.9"
"2005-05","Regina, Saskatchewan","Land only","43.8"
"2005-05","Saskatoon, Saskatchewan","Total (house and land)","55.0"
"2005-05","Saskatoon, Saskatchewan","House only","57.9"
"2005-05","Saskatoon, Saskatchewan","Land only","47.4"
"2005-05","Alberta","Total (house and land)","57.7"
"2005-05","Alberta","House only","61.0"
"2005-05","Alberta","Land only","51.9"
"2005-05","Calgary, Alberta","Total (house and land)","53.1"
"2005-05","Calgary, Alberta","House only","55.5"
"2005-05","Calgary, Alberta","Land only","49.3"
"2005-05","Edmonton, Alberta","Total (house and land)","63.0"
"2005-05","Edmonton, Alberta","House only","68.4"
"2005-05","Edmonton, Alberta","Land only","52.8"
"2005-05","British Columbia","Total (house and land)","87.6"
"2005-05","British Columbia","House only","86.5"
"2005-05","British Columbia","Land only","91.2"
"2005-05","Kelowna, British Columbia","Total (house and land)",""
"2005-05","Kelowna, British Columbia","House only",""
"2005-05","Kelowna, British Columbia","Land only",""
"2005-05","Vancouver, British Columbia","Total (house and land)","85.6"
"2005-05","Vancouver, British Columbia","House only","82.9"
"2005-05","Vancouver, British Columbia","Land only","93.1"
"2005-05","Victoria, British Columbia","Total (house and land)","108.0"
"2005-05","Victoria, British Columbia","House only","131.5"
"2005-05","Victoria, British Columbia","Land only","79.5"
"2005-06","Canada","Total (house and land)","71.9"
"2005-06","Canada","House only","70.4"
"2005-06","Canada","Land only","75.5"
"2005-06","Atlantic Region","Total (house and land)","73.1"
"2005-06","Atlantic Region","House only","75.0"
"2005-06","Atlantic Region","Land only","66.9"
"2005-06","Newfoundland and Labrador","Total (house and land)","60.7"
"2005-06","Newfoundland and Labrador","House only","63.0"
"2005-06","Newfoundland and Labrador","Land only","55.5"
"2005-06","St. John's, Newfoundland and Labrador","Total (house and land)","60.7"
"2005-06","St. John's, Newfoundland and Labrador","House only","63.0"
"2005-06","St. John's, Newfoundland and Labrador","Land only","55.5"
"2005-06","Prince Edward Island","Total (house and land)","94.4"
"2005-06","Prince Edward Island","House only","97.1"
"2005-06","Prince Edward Island","Land only","82.9"
"2005-06","Charlottetown, Prince Edward Island","Total (house and land)","94.4"
"2005-06","Charlottetown, Prince Edward Island","House only","97.1"
"2005-06","Charlottetown, Prince Edward Island","Land only","82.9"
"2005-06","Nova Scotia","Total (house and land)","73.6"
"2005-06","Nova Scotia","House only","73.2"
"2005-06","Nova Scotia","Land only","74.6"
"2005-06","Halifax, Nova Scotia","Total (house and land)","73.6"
"2005-06","Halifax, Nova Scotia","House only","73.2"
"2005-06","Halifax, Nova Scotia","Land only","74.6"
"2005-06","New Brunswick","Total (house and land)","86.9"
"2005-06","New Brunswick","House only","88.0"
"2005-06","New Brunswick","Land only","83.4"
"2005-06","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","86.9"
"2005-06","Saint John, Fredericton, and Moncton, New Brunswick","House only","88.0"
"2005-06","Saint John, Fredericton, and Moncton, New Brunswick","Land only","83.4"
"2005-06","Quebec","Total (house and land)","76.7"
"2005-06","Quebec","House only","79.3"
"2005-06","Quebec","Land only","70.5"
"2005-06","Québec, Quebec","Total (house and land)","74.2"
"2005-06","Québec, Quebec","House only","84.0"
"2005-06","Québec, Quebec","Land only","54.9"
"2005-06","Sherbrooke, Quebec","Total (house and land)",""
"2005-06","Sherbrooke, Quebec","House only",""
"2005-06","Sherbrooke, Quebec","Land only",""
"2005-06","Trois-Rivières, Quebec","Total (house and land)",""
"2005-06","Trois-Rivières, Quebec","House only",""
"2005-06","Trois-Rivières, Quebec","Land only",""
"2005-06","Montréal, Quebec","Total (house and land)","77.1"
"2005-06","Montréal, Quebec","House only","78.4"
"2005-06","Montréal, Quebec","Land only","74.8"
"2005-06","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"2005-06","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"2005-06","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"2005-06","Ontario","Total (house and land)","71.8"
"2005-06","Ontario","House only","66.0"
"2005-06","Ontario","Land only","85.4"
"2005-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","82.6"
"2005-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","81.8"
"2005-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","89.1"
"2005-06","Oshawa, Ontario","Total (house and land)",""
"2005-06","Oshawa, Ontario","House only",""
"2005-06","Oshawa, Ontario","Land only",""
"2005-06","Toronto, Ontario","Total (house and land)","68.0"
"2005-06","Toronto, Ontario","House only","60.2"
"2005-06","Toronto, Ontario","Land only","84.4"
"2005-06","Hamilton, Ontario","Total (house and land)","75.7"
"2005-06","Hamilton, Ontario","House only","71.8"
"2005-06","Hamilton, Ontario","Land only","83.8"
"2005-06","St. Catharines-Niagara, Ontario","Total (house and land)","75.9"
"2005-06","St. Catharines-Niagara, Ontario","House only","72.0"
"2005-06","St. Catharines-Niagara, Ontario","Land only","86.4"
"2005-06","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","79.3"
"2005-06","Kitchener-Cambridge-Waterloo, Ontario","House only","75.1"
"2005-06","Kitchener-Cambridge-Waterloo, Ontario","Land only","92.9"
"2005-06","Guelph, Ontario","Total (house and land)",""
"2005-06","Guelph, Ontario","House only",""
"2005-06","Guelph, Ontario","Land only",""
"2005-06","London, Ontario","Total (house and land)","77.2"
"2005-06","London, Ontario","House only","73.2"
"2005-06","London, Ontario","Land only","95.7"
"2005-06","Windsor, Ontario","Total (house and land)","96.6"
"2005-06","Windsor, Ontario","House only","98.0"
"2005-06","Windsor, Ontario","Land only","93.3"
"2005-06","Greater Sudbury, Ontario","Total (house and land)","85.7"
"2005-06","Greater Sudbury, Ontario","House only","85.2"
"2005-06","Greater Sudbury, Ontario","Land only","87.3"
"2005-06","Prairie Region","Total (house and land)","57.7"
"2005-06","Prairie Region","House only","61.1"
"2005-06","Prairie Region","Land only","51.5"
"2005-06","Manitoba","Total (house and land)","57.1"
"2005-06","Manitoba","House only","63.2"
"2005-06","Manitoba","Land only","42.6"
"2005-06","Winnipeg, Manitoba","Total (house and land)","57.1"
"2005-06","Winnipeg, Manitoba","House only","63.2"
"2005-06","Winnipeg, Manitoba","Land only","42.6"
"2005-06","Saskatchewan","Total (house and land)","51.5"
"2005-06","Saskatchewan","House only","53.7"
"2005-06","Saskatchewan","Land only","46.0"
"2005-06","Regina, Saskatchewan","Total (house and land)","48.2"
"2005-06","Regina, Saskatchewan","House only","49.9"
"2005-06","Regina, Saskatchewan","Land only","43.8"
"2005-06","Saskatoon, Saskatchewan","Total (house and land)","54.9"
"2005-06","Saskatoon, Saskatchewan","House only","57.7"
"2005-06","Saskatoon, Saskatchewan","Land only","47.6"
"2005-06","Alberta","Total (house and land)","58.5"
"2005-06","Alberta","House only","61.7"
"2005-06","Alberta","Land only","52.8"
"2005-06","Calgary, Alberta","Total (house and land)","53.7"
"2005-06","Calgary, Alberta","House only","56.2"
"2005-06","Calgary, Alberta","Land only","49.9"
"2005-06","Edmonton, Alberta","Total (house and land)","64.1"
"2005-06","Edmonton, Alberta","House only","69.3"
"2005-06","Edmonton, Alberta","Land only","54.3"
"2005-06","British Columbia","Total (house and land)","87.7"
"2005-06","British Columbia","House only","86.6"
"2005-06","British Columbia","Land only","91.3"
"2005-06","Kelowna, British Columbia","Total (house and land)",""
"2005-06","Kelowna, British Columbia","House only",""
"2005-06","Kelowna, British Columbia","Land only",""
"2005-06","Vancouver, British Columbia","Total (house and land)","85.6"
"2005-06","Vancouver, British Columbia","House only","82.9"
"2005-06","Vancouver, British Columbia","Land only","93.1"
"2005-06","Victoria, British Columbia","Total (house and land)","108.9"
"2005-06","Victoria, British Columbia","House only","132.3"
"2005-06","Victoria, British Columbia","Land only","80.6"
"2005-07","Canada","Total (house and land)","72.0"
"2005-07","Canada","House only","70.6"
"2005-07","Canada","Land only","75.6"
"2005-07","Atlantic Region","Total (house and land)","73.3"
"2005-07","Atlantic Region","House only","75.1"
"2005-07","Atlantic Region","Land only","67.3"
"2005-07","Newfoundland and Labrador","Total (house and land)","60.7"
"2005-07","Newfoundland and Labrador","House only","63.0"
"2005-07","Newfoundland and Labrador","Land only","55.5"
"2005-07","St. John's, Newfoundland and Labrador","Total (house and land)","60.7"
"2005-07","St. John's, Newfoundland and Labrador","House only","63.0"
"2005-07","St. John's, Newfoundland and Labrador","Land only","55.5"
"2005-07","Prince Edward Island","Total (house and land)","94.4"
"2005-07","Prince Edward Island","House only","97.1"
"2005-07","Prince Edward Island","Land only","82.9"
"2005-07","Charlottetown, Prince Edward Island","Total (house and land)","94.4"
"2005-07","Charlottetown, Prince Edward Island","House only","97.1"
"2005-07","Charlottetown, Prince Edward Island","Land only","82.9"
"2005-07","Nova Scotia","Total (house and land)","74.0"
"2005-07","Nova Scotia","House only","73.3"
"2005-07","Nova Scotia","Land only","75.7"
"2005-07","Halifax, Nova Scotia","Total (house and land)","74.0"
"2005-07","Halifax, Nova Scotia","House only","73.3"
"2005-07","Halifax, Nova Scotia","Land only","75.7"
"2005-07","New Brunswick","Total (house and land)","87.0"
"2005-07","New Brunswick","House only","88.2"
"2005-07","New Brunswick","Land only","83.4"
"2005-07","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","87.0"
"2005-07","Saint John, Fredericton, and Moncton, New Brunswick","House only","88.2"
"2005-07","Saint John, Fredericton, and Moncton, New Brunswick","Land only","83.4"
"2005-07","Quebec","Total (house and land)","76.7"
"2005-07","Quebec","House only","79.3"
"2005-07","Quebec","Land only","70.5"
"2005-07","Québec, Quebec","Total (house and land)","74.2"
"2005-07","Québec, Quebec","House only","84.0"
"2005-07","Québec, Quebec","Land only","54.9"
"2005-07","Sherbrooke, Quebec","Total (house and land)",""
"2005-07","Sherbrooke, Quebec","House only",""
"2005-07","Sherbrooke, Quebec","Land only",""
"2005-07","Trois-Rivières, Quebec","Total (house and land)",""
"2005-07","Trois-Rivières, Quebec","House only",""
"2005-07","Trois-Rivières, Quebec","Land only",""
"2005-07","Montréal, Quebec","Total (house and land)","77.1"
"2005-07","Montréal, Quebec","House only","78.4"
"2005-07","Montréal, Quebec","Land only","74.8"
"2005-07","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"2005-07","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"2005-07","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"2005-07","Ontario","Total (house and land)","71.9"
"2005-07","Ontario","House only","66.2"
"2005-07","Ontario","Land only","85.4"
"2005-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","83.4"
"2005-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","82.9"
"2005-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","89.1"
"2005-07","Oshawa, Ontario","Total (house and land)",""
"2005-07","Oshawa, Ontario","House only",""
"2005-07","Oshawa, Ontario","Land only",""
"2005-07","Toronto, Ontario","Total (house and land)","68.0"
"2005-07","Toronto, Ontario","House only","60.2"
"2005-07","Toronto, Ontario","Land only","84.4"
"2005-07","Hamilton, Ontario","Total (house and land)","76.1"
"2005-07","Hamilton, Ontario","House only","72.3"
"2005-07","Hamilton, Ontario","Land only","83.8"
"2005-07","St. Catharines-Niagara, Ontario","Total (house and land)","75.8"
"2005-07","St. Catharines-Niagara, Ontario","House only","71.8"
"2005-07","St. Catharines-Niagara, Ontario","Land only","86.4"
"2005-07","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","79.3"
"2005-07","Kitchener-Cambridge-Waterloo, Ontario","House only","75.1"
"2005-07","Kitchener-Cambridge-Waterloo, Ontario","Land only","92.9"
"2005-07","Guelph, Ontario","Total (house and land)",""
"2005-07","Guelph, Ontario","House only",""
"2005-07","Guelph, Ontario","Land only",""
"2005-07","London, Ontario","Total (house and land)","77.1"
"2005-07","London, Ontario","House only","73.1"
"2005-07","London, Ontario","Land only","95.7"
"2005-07","Windsor, Ontario","Total (house and land)","96.6"
"2005-07","Windsor, Ontario","House only","98.0"
"2005-07","Windsor, Ontario","Land only","93.3"
