"REF_DATE","GEO","price_indexes","house_price"
"2023-03","St. Catharines-Niagara, Ontario","Land only","121.7"
"2023-03","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","156.3"
"2023-03","Kitchener-Cambridge-Waterloo, Ontario","House only","152.6"
"2023-03","Kitchener-Cambridge-Waterloo, Ontario","Land only","155.9"
"2023-03","Guelph, Ontario","Total (house and land)","124.0"
"2023-03","Guelph, Ontario","House only","134.1"
"2023-03","Guelph, Ontario","Land only","108.1"
"2023-03","London, Ontario","Total (house and land)","147.2"
"2023-03","London, Ontario","House only","154.9"
"2023-03","London, Ontario","Land only","119.4"
"2023-03","Windsor, Ontario","Total (house and land)","146.8"
"2023-03","Windsor, Ontario","House only","147.4"
"2023-03","Windsor, Ontario","Land only","133.8"
"2023-03","Greater Sudbury, Ontario","Total (house and land)","121.4"
"2023-03","Greater Sudbury, Ontario","House only","121.9"
"2023-03","Greater Sudbury, Ontario","Land only","119.0"
"2023-03","Prairie Region","Total (house and land)","118.6"
"2023-03","Prairie Region","House only","124.8"
"2023-03","Prairie Region","Land only","105.0"
"2023-03","Manitoba","Total (house and land)","140.0"
"2023-03","Manitoba","House only","153.2"
"2023-03","Manitoba","Land only","110.8"
"2023-03","Winnipeg, Manitoba","Total (house and land)","140.0"
"2023-03","Winnipeg, Manitoba","House only","153.2"
"2023-03","Winnipeg, Manitoba","Land only","110.8"
"2023-03","Saskatchewan","Total (house and land)","105.5"
"2023-03","Saskatchewan","House only","111.1"
"2023-03","Saskatchewan","Land only","96.5"
"2023-03","Regina, Saskatchewan","Total (house and land)","101.9"
"2023-03","Regina, Saskatchewan","House only","101.9"
"2023-03","Regina, Saskatchewan","Land only","100.8"
"2023-03","Saskatoon, Saskatchewan","Total (house and land)","107.7"
"2023-03","Saskatoon, Saskatchewan","House only","116.7"
"2023-03","Saskatoon, Saskatchewan","Land only","94.4"
"2023-03","Alberta","Total (house and land)","117.1"
"2023-03","Alberta","House only","122.4"
"2023-03","Alberta","Land only","105.1"
"2023-03","Calgary, Alberta","Total (house and land)","124.9"
"2023-03","Calgary, Alberta","House only","133.2"
"2023-03","Calgary, Alberta","Land only","107.7"
"2023-03","Edmonton, Alberta","Total (house and land)","108.6"
"2023-03","Edmonton, Alberta","House only","111.0"
"2023-03","Edmonton, Alberta","Land only","101.9"
"2023-03","British Columbia","Total (house and land)","126.8"
"2023-03","British Columbia","House only","126.3"
"2023-03","British Columbia","Land only","119.8"
"2023-03","Kelowna, British Columbia","Total (house and land)","123.1"
"2023-03","Kelowna, British Columbia","House only","126.5"
"2023-03","Kelowna, British Columbia","Land only","118.1"
"2023-03","Vancouver, British Columbia","Total (house and land)","127.6"
"2023-03","Vancouver, British Columbia","House only","126.0"
"2023-03","Vancouver, British Columbia","Land only","121.0"
"2023-03","Victoria, British Columbia","Total (house and land)","121.9"
"2023-03","Victoria, British Columbia","House only","127.9"
"2023-03","Victoria, British Columbia","Land only","110.6"
"2023-04","Canada","Total (house and land)","124.8"
"2023-04","Canada","House only","128.2"
"2023-04","Canada","Land only","116.5"
"2023-04","Atlantic Region","Total (house and land)","117.1"
"2023-04","Atlantic Region","House only","120.7"
"2023-04","Atlantic Region","Land only","102.8"
"2023-04","Newfoundland and Labrador","Total (house and land)","105.8"
"2023-04","Newfoundland and Labrador","House only","108.3"
"2023-04","Newfoundland and Labrador","Land only","102.4"
"2023-04","St. John's, Newfoundland and Labrador","Total (house and land)","105.8"
"2023-04","St. John's, Newfoundland and Labrador","House only","108.3"
"2023-04","St. John's, Newfoundland and Labrador","Land only","102.4"
"2023-04","Prince Edward Island","Total (house and land)","122.6"
"2023-04","Prince Edward Island","House only","127.0"
"2023-04","Prince Edward Island","Land only","104.5"
"2023-04","Charlottetown, Prince Edward Island","Total (house and land)","122.6"
"2023-04","Charlottetown, Prince Edward Island","House only","127.0"
"2023-04","Charlottetown, Prince Edward Island","Land only","104.5"
"2023-04","Nova Scotia","Total (house and land)","121.3"
"2023-04","Nova Scotia","House only","126.6"
"2023-04","Nova Scotia","Land only","103.5"
"2023-04","Halifax, Nova Scotia","Total (house and land)","121.3"
"2023-04","Halifax, Nova Scotia","House only","126.6"
"2023-04","Halifax, Nova Scotia","Land only","103.5"
"2023-04","New Brunswick","Total (house and land)","119.5"
"2023-04","New Brunswick","House only","121.1"
"2023-04","New Brunswick","Land only","102.5"
"2023-04","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","119.5"
"2023-04","Saint John, Fredericton, and Moncton, New Brunswick","House only","121.1"
"2023-04","Saint John, Fredericton, and Moncton, New Brunswick","Land only","102.5"
"2023-04","Quebec","Total (house and land)","142.5"
"2023-04","Quebec","House only","150.3"
"2023-04","Quebec","Land only","121.3"
"2023-04","Québec, Quebec","Total (house and land)","128.8"
"2023-04","Québec, Quebec","House only","137.1"
"2023-04","Québec, Quebec","Land only","110.4"
"2023-04","Sherbrooke, Quebec","Total (house and land)","112.2"
"2023-04","Sherbrooke, Quebec","House only","113.6"
"2023-04","Sherbrooke, Quebec","Land only","105.9"
"2023-04","Trois-Rivières, Quebec","Total (house and land)","111.2"
"2023-04","Trois-Rivières, Quebec","House only","112.9"
"2023-04","Trois-Rivières, Quebec","Land only","104.0"
"2023-04","Montréal, Quebec","Total (house and land)","152.5"
"2023-04","Montréal, Quebec","House only","161.9"
"2023-04","Montréal, Quebec","Land only","126.7"
"2023-04","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)","115.0"
"2023-04","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only","119.1"
"2023-04","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only","104.5"
"2023-04","Ontario","Total (house and land)","126.4"
"2023-04","Ontario","House only","129.6"
"2023-04","Ontario","Land only","120.5"
"2023-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","172.3"
"2023-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","184.4"
"2023-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","136.9"
"2023-04","Oshawa, Ontario","Total (house and land)","121.6"
"2023-04","Oshawa, Ontario","House only","124.4"
"2023-04","Oshawa, Ontario","Land only","114.7"
"2023-04","Toronto, Ontario","Total (house and land)","115.2"
"2023-04","Toronto, Ontario","House only","114.1"
"2023-04","Toronto, Ontario","Land only","117.7"
"2023-04","Hamilton, Ontario","Total (house and land)","116.2"
"2023-04","Hamilton, Ontario","House only","121.3"
"2023-04","Hamilton, Ontario","Land only","104.6"
"2023-04","St. Catharines-Niagara, Ontario","Total (house and land)","128.1"
"2023-04","St. Catharines-Niagara, Ontario","House only","130.4"
"2023-04","St. Catharines-Niagara, Ontario","Land only","121.7"
"2023-04","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","157.1"
"2023-04","Kitchener-Cambridge-Waterloo, Ontario","House only","152.6"
"2023-04","Kitchener-Cambridge-Waterloo, Ontario","Land only","158.0"
"2023-04","Guelph, Ontario","Total (house and land)","123.0"
"2023-04","Guelph, Ontario","House only","132.7"
"2023-04","Guelph, Ontario","Land only","107.9"
"2023-04","London, Ontario","Total (house and land)","145.7"
"2023-04","London, Ontario","House only","153.2"
"2023-04","London, Ontario","Land only","118.5"
"2023-04","Windsor, Ontario","Total (house and land)","146.0"
"2023-04","Windsor, Ontario","House only","146.6"
"2023-04","Windsor, Ontario","Land only","133.2"
"2023-04","Greater Sudbury, Ontario","Total (house and land)","121.4"
"2023-04","Greater Sudbury, Ontario","House only","121.9"
"2023-04","Greater Sudbury, Ontario","Land only","119.0"
"2023-04","Prairie Region","Total (house and land)","118.7"
"2023-04","Prairie Region","House only","125.0"
"2023-04","Prairie Region","Land only","105.1"
"2023-04","Manitoba","Total (house and land)","141.5"
"2023-04","Manitoba","House only","155.4"
"2023-04","Manitoba","Land only","110.8"
"2023-04","Winnipeg, Manitoba","Total (house and land)","141.5"
"2023-04","Winnipeg, Manitoba","House only","155.4"
"2023-04","Winnipeg, Manitoba","Land only","110.8"
"2023-04","Saskatchewan","Total (house and land)","106.0"
"2023-04","Saskatchewan","House only","111.8"
"2023-04","Saskatchewan","Land only","96.7"
"2023-04","Regina, Saskatchewan","Total (house and land)","102.9"
"2023-04","Regina, Saskatchewan","House only","103.1"
"2023-04","Regina, Saskatchewan","Land only","101.2"
"2023-04","Saskatoon, Saskatchewan","Total (house and land)","108.0"
"2023-04","Saskatoon, Saskatchewan","House only","117.1"
"2023-04","Saskatoon, Saskatchewan","Land only","94.5"
"2023-04","Alberta","Total (house and land)","117.0"
"2023-04","Alberta","House only","122.3"
"2023-04","Alberta","Land only","105.1"
"2023-04","Calgary, Alberta","Total (house and land)","124.8"
"2023-04","Calgary, Alberta","House only","133.1"
"2023-04","Calgary, Alberta","Land only","107.7"
"2023-04","Edmonton, Alberta","Total (house and land)","108.5"
"2023-04","Edmonton, Alberta","House only","110.8"
"2023-04","Edmonton, Alberta","Land only","102.0"
"2023-04","British Columbia","Total (house and land)","126.8"
"2023-04","British Columbia","House only","126.3"
"2023-04","British Columbia","Land only","119.8"
"2023-04","Kelowna, British Columbia","Total (house and land)","123.1"
"2023-04","Kelowna, British Columbia","House only","126.5"
"2023-04","Kelowna, British Columbia","Land only","118.1"
"2023-04","Vancouver, British Columbia","Total (house and land)","127.6"
"2023-04","Vancouver, British Columbia","House only","126.0"
"2023-04","Vancouver, British Columbia","Land only","121.0"
"2023-04","Victoria, British Columbia","Total (house and land)","121.9"
"2023-04","Victoria, British Columbia","House only","127.9"
"2023-04","Victoria, British Columbia","Land only","110.6"
"2023-05","Canada","Total (house and land)","124.9"
"2023-05","Canada","House only","128.3"
"2023-05","Canada","Land only","116.6"
"2023-05","Atlantic Region","Total (house and land)","117.1"
"2023-05","Atlantic Region","House only","120.7"
"2023-05","Atlantic Region","Land only","102.8"
"2023-05","Newfoundland and Labrador","Total (house and land)","105.8"
"2023-05","Newfoundland and Labrador","House only","108.3"
"2023-05","Newfoundland and Labrador","Land only","102.4"
"2023-05","St. John's, Newfoundland and Labrador","Total (house and land)","105.8"
"2023-05","St. John's, Newfoundland and Labrador","House only","108.3"
"2023-05","St. John's, Newfoundland and Labrador","Land only","102.4"
"2023-05","Prince Edward Island","Total (house and land)","122.6"
"2023-05","Prince Edward Island","House only","127.0"
"2023-05","Prince Edward Island","Land only","104.5"
"2023-05","Charlottetown, Prince Edward Island","Total (house and land)","122.6"
"2023-05","Charlottetown, Prince Edward Island","House only","127.0"
"2023-05","Charlottetown, Prince Edward Island","Land only","104.5"
"2023-05","Nova Scotia","Total (house and land)","121.3"
"2023-05","Nova Scotia","House only","126.6"
"2023-05","Nova Scotia","Land only","103.5"
"2023-05","Halifax, Nova Scotia","Total (house and land)","121.3"
"2023-05","Halifax, Nova Scotia","House only","126.6"
"2023-05","Halifax, Nova Scotia","Land only","103.5"
"2023-05","New Brunswick","Total (house and land)","119.5"
"2023-05","New Brunswick","House only","121.1"
"2023-05","New Brunswick","Land only","102.5"
"2023-05","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","119.5"
"2023-05","Saint John, Fredericton, and Moncton, New Brunswick","House only","121.1"
"2023-05","Saint John, Fredericton, and Moncton, New Brunswick","Land only","102.5"
"2023-05","Quebec","Total (house and land)","142.7"
"2023-05","Quebec","House only","150.5"
"2023-05","Quebec","Land only","121.3"
"2023-05","Québec, Quebec","Total (house and land)","129.9"
"2023-05","Québec, Quebec","House only","138.7"
"2023-05","Québec, Quebec","Land only","110.5"
"2023-05","Sherbrooke, Quebec","Total (house and land)","111.4"
"2023-05","Sherbrooke, Quebec","House only","112.0"
"2023-05","Sherbrooke, Quebec","Land only","105.9"
"2023-05","Trois-Rivières, Quebec","Total (house and land)","111.2"
"2023-05","Trois-Rivières, Quebec","House only","112.9"
"2023-05","Trois-Rivières, Quebec","Land only","104.0"
"2023-05","Montréal, Quebec","Total (house and land)","152.5"
"2023-05","Montréal, Quebec","House only","161.9"
"2023-05","Montréal, Quebec","Land only","126.7"
"2023-05","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)","115.3"
"2023-05","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only","119.6"
"2023-05","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only","104.7"
"2023-05","Ontario","Total (house and land)","126.3"
"2023-05","Ontario","House only","129.4"
"2023-05","Ontario","Land only","120.5"
"2023-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","172.2"
"2023-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","184.0"
"2023-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","137.2"
"2023-05","Oshawa, Ontario","Total (house and land)","121.6"
"2023-05","Oshawa, Ontario","House only","124.4"
"2023-05","Oshawa, Ontario","Land only","114.7"
"2023-05","Toronto, Ontario","Total (house and land)","115.1"
"2023-05","Toronto, Ontario","House only","113.8"
"2023-05","Toronto, Ontario","Land only","117.7"
"2023-05","Hamilton, Ontario","Total (house and land)","115.5"
"2023-05","Hamilton, Ontario","House only","120.6"
"2023-05","Hamilton, Ontario","Land only","103.9"
"2023-05","St. Catharines-Niagara, Ontario","Total (house and land)","127.4"
"2023-05","St. Catharines-Niagara, Ontario","House only","130.0"
"2023-05","St. Catharines-Niagara, Ontario","Land only","120.6"
"2023-05","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","157.5"
"2023-05","Kitchener-Cambridge-Waterloo, Ontario","House only","152.8"
"2023-05","Kitchener-Cambridge-Waterloo, Ontario","Land only","158.8"
"2023-05","Guelph, Ontario","Total (house and land)","123.0"
"2023-05","Guelph, Ontario","House only","132.7"
"2023-05","Guelph, Ontario","Land only","107.9"
"2023-05","London, Ontario","Total (house and land)","145.7"
"2023-05","London, Ontario","House only","153.2"
"2023-05","London, Ontario","Land only","118.5"
"2023-05","Windsor, Ontario","Total (house and land)","146.0"
"2023-05","Windsor, Ontario","House only","146.6"
"2023-05","Windsor, Ontario","Land only","133.2"
"2023-05","Greater Sudbury, Ontario","Total (house and land)","120.0"
"2023-05","Greater Sudbury, Ontario","House only","120.3"
"2023-05","Greater Sudbury, Ontario","Land only","118.5"
"2023-05","Prairie Region","Total (house and land)","119.0"
"2023-05","Prairie Region","House only","125.2"
"2023-05","Prairie Region","Land only","105.7"
